交易账号,交易户名,证件号码,开户行,交易日期,交易时间,交易金额,交易余额,收付标志,对手账号,对手户名,对手证件号码,对手开户行,交易渠道
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43964,1,3040,75877,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43965,0,2280,73597,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43965,0,2000,71597,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,757B505C
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43965,1,1500,70097,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43966,1,63000,9109,出,DE261F716EEB0BD9,宋月五,658315631566828868,工商银行山东青岛支行,091D584F
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43966,1,10000,9109,出,DE261F716EEB0BD9,宋月五,658315631566828868,工商银行山东青岛支行,091D584F
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43969,1,5652,3578,出,F8462C4F382DB90F,冯花八,574045630985877108,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43970,1,100000,3578,出,C9B376D6CE528EA7,张壮,668684631585874263,工商银行山东青岛支行,091D584F
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43974,1,100000,20899,出,4DD4332FE500C873,苏铁,668689632884689703,工商银行山东青岛支行,091D584F
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43976,0,4492,26467,出,F8462C4F382DB90F,冯花八,574045630985877108,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43977,0,24000,41067,出,C1583C92929BA84A,孙财铁,444585639987684166,工商银行山东青岛支行,091D584F
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43977,0,23912,6745,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43977,1,400,6345,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43977,1,3980,2365,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43978,0,480,1885,出,DE7ABC0638690944,赵四七,668684632187818867,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43978,1,7850,26385,出,EDE31EF0F69DC342,冯美,98685632089608846,工商银行山东青岛支行,E96ED478
27AC60917F5940F8,赵四霞,668682631889668045,建设银行,43978,1,25000,1385,出,DA7834E06630CA14,冯四花,668686632486475963,工商银行山东青岛支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,4949000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,4998000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5047000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5096000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5145000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5194000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5243000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5292000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5341000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5390000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5439000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5488000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5537000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5586000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5635000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5684000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5733000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5782000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5831000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5880000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5929000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,5978000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6027000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6076000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6125000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6174000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6223000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6272000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6321000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6370000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6419000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6468000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6517000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6566000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6615000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6664000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6713000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6762000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6811000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6860000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6909000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,6958000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7007000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7056000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7105000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7154000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7203000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7252000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7301000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7350000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7399000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7448000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7497000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7546000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7595000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7644000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7693000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7742000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7791000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7840000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7889000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7938000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,7987000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8036000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8085000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8134000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8183000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8232000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8281000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8330000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8379000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8428000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8477000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8526000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8575000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8624000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8673000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8722000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8771000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8820000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8869000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8918000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,8967000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9016000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9065000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9114000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9163000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9212000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9261000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9310000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9359000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9408000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9457000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9506000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9555000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9604000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9653000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9702000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9751000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43961,1,49000,9800000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,9849000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,9898000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,9947000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,9996000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,10045000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,10094000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,10143000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,10192000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,10241000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,49000,10290000,进,F65F4C32F896DDDC,孙贵二,448687632468865160,工商银行山东青岛支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43963,1,135000,10155000,出,F4F50A6DBEAC75FE,马六,594449632185405840,农业银行湖北武汉支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43964,1,11370,10143630,出,F4F50A6DBEAC75FE,马六,594449632185405840,农业银行湖北武汉支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43967,1,5000,10138630,出,104CBB6A34578D1B,马芬二,668687639285426054,农业银行湖北武汉支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43967,1,40000,10098630,出,104CBB6A34578D1B,马芬二,668687639285426054,农业银行湖北武汉支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43968,0,1000000,9098630,出,1404B4C968A6CCE0,赵美,458584631480809152,农业银行湖北武汉支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43969,0,200000,8898630,出,1404B4C968A6CCE0,赵美,458584631480809152,农业银行湖北武汉支行,091D584F
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43970,0,430650,9329280,进,C884E6391C650E81,张财三,655840630880807477,农业银行湖北武汉支行,621461AF
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43973,0,1000000,8329280,出,1404B4C968A6CCE0,赵美,458584631480809152,农业银行湖北武汉支行,274AD478
91C0BE0BBECA445F,马花花,654486633984807551,建设银行,43973,0,1000000,7329280,出,1404B4C968A6CCE0,赵美,458584631480809152,农业银行湖北武汉支行,274AD478
